tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,cleaned_tweet
An interview with the artists behind #OgilvyNotes: The #Ogilvy #Sydney #SXSW #podcast Ep4 #AUSXSW {link},,No emotion toward brand or product,104,an interview with the artists behind ogilvynotes the ogilvy sydney sxsw podcast ep4 ausxsw link
"On Interviewing, show your portfolio &amp; examples of your work on an iPad &amp; walk them through the pieces. borrow if you must @mention #SXSW",,No emotion toward brand or product,145,on interviewing show your portfolio amp examples of your work on an ipad amp walk them through the pieces borrow if you must sxsw
over 1k views! RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},,No emotion toward brand or product,106,over 1k views rt what does an apple security guy after he locks up the store sxsw link
I wonder if @mention released {link} on a Friday and when #sxsw started in order to fly under the radar,,No emotion toward brand or product,103,i wonder if released link on a friday and when sxsw started in order to fly under the radar
"I wonder if Apple intentionally scheduled the #iPad2 release to coincide with #SXSW. Steve Jobs, you crafty genius, youÛ_",Apple,Positive emotion,122,i wonder if apple intentionally scheduled the ipad2 release to coincide with sxsw steve jobs you crafty genius you
I wonder if Apple is setting up a makeshift shop at #SXSW to sell iPad2's tomorrow!?,,No emotion toward brand or product,84,i wonder if apple is setting up a makeshift shop at sxsw to sell ipad2s tomorrow
Lets see if google gets sm right this time RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,,No emotion toward brand or product,124,lets see if google gets sm right this time rt google to launch major new social network called circles link sxsw
"@mention If I don't plan now, I'll just end up somewhere random :) You coming to the Google session 3:30? #sxsw",,No emotion toward brand or product,111,if i dont plan now ill just end up somewhere random you coming to the google session 330 sxsw
"@mention If I were you, I'd stay away from the Apple Store tomorrow #sxsw",Apple,Negative emotion,73,if i were you id stay away from the apple store tomorrow sxsw
I wonder if I'll get kicked out of #sxsw for not having an iPhone. Or iPod. Or iPad. Or iAnything.,,No emotion toward brand or product,98,i wonder if ill get kicked out of sxsw for not having an iphone or ipod or ipad or ianything
@mention if it makes you feel better google-wannabe fanbois were acting like giggling schoolgirls in front of Marissa Mayer y'day #SXSW,,Negative emotion,135,if it makes you feel better googlewannabe fanbois were acting like giggling schoolgirls in front of marissa mayer yday sxsw
"@mention If someones using @mention right now at an Apple store , it better be the #SXSW pop up.",,No emotion toward brand or product,96,if someones using right now at an apple store it better be the sxsw pop up
I wonder if the front camera to back camera use ratio will be very different btwn the iPad and iPhone #SXSW,,No emotion toward brand or product,107,i wonder if the front camera to back camera use ratio will be very different btwn the ipad and iphone sxsw
I wonder if there's anyone here who's snagged an iPad 2... Supposedly there's an Apple store somewhere on campus. #SXSW,iPad,Positive emotion,119,i wonder if theres anyone here whos snagged an ipad 2 supposedly theres an apple store somewhere on campus sxsw
"Related: if u have Verizon, u will do better. #SXSW bandwidth issue. My BlackBerry always tweeted when my iPhone dawdled. #wjchat",iPhone,Negative emotion,129,related if u have verizon u will do better sxsw bandwidth issue my blackberry always tweeted when my iphone dawdled wjchat
Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link},,No emotion toward brand or product,101,find out if you are stupid with our stupid game for you ipad currently on special sxsw sale link
"@mention if you can't find an iPhone charger at #sxsw something has gone VERY, VERY wrong...",,No emotion toward brand or product,92,if you cant find an iphone charger at sxsw something has gone very very wrong
@mention If you didn't know about this: Google Developer Day at SXSW {link} #austin #sxsw @mention,,No emotion toward brand or product,98,if you didnt know about this google developer day at sxsw link austin sxsw
&quot;So if you Google &quot;refrigerator magnet game...&quot; // *everyone at the #SXSW keynote stops listening and does it*,,No emotion toward brand or product,125,quotso if you google quotrefrigerator magnet gamequot everyone at the sxsw keynote stops listening and does it
"@mention If you have an Android or iPhone, @mention  hooks you up with a list of all #sxsw events that you can push to your calendar!",,No emotion toward brand or product,133,if you have an android or iphone hooks you up with a list of all sxsw events that you can push to your calendar
@mention if you have an iPhone get the #SXSW Go app.,iPad or iPhone App,No emotion toward brand or product,52,if you have an iphone get the sxsw go app
@mention if you have WiFi + Android Geeks nearby #SXSW please try sharing with FrostWire {link} (just issued update),,No emotion toward brand or product,116,if you have wifi android geeks nearby sxsw please try sharing with frostwire link just issued update
"@mention If you pull my name in the @mention contest and I win an iPad, iPad2, cash, suckling pig or dandy T-shirt, hold it 4 me! #sxsw",iPad,Positive emotion,135,if you pull my name in the contest and i win an ipad ipad2 cash suckling pig or dandy tshirt hold it 4 me sxsw
"@mention If you're looking for a space to #escape at #sxsw, why don't you stop by Arthaus! {link}",,No emotion toward brand or product,97,if youre looking for a space to escape at sxsw why dont you stop by arthaus link
"@mention If you're looking for a space to network and mingle at #sxsw, why don't you stop by Arthaus! Check it out: {link}",,No emotion toward brand or product,122,if youre looking for a space to network and mingle at sxsw why dont you stop by arthaus check it out link
"@mention If you're looking for a space to set up meetings at #sxsw, why don't you stop by Arthaus! Check it out: {link}",,No emotion toward brand or product,119,if youre looking for a space to set up meetings at sxsw why dont you stop by arthaus check it out link
"@mention If you're near Zen on Guadalupe 3/19 1pm or at Trailer Space that night, I'm playing #iPhone (Maurice, friend of @mention #SXSW",,No emotion toward brand or product,136,if youre near zen on guadalupe 319 1pm or at trailer space that night im playing iphone maurice friend of sxsw
"Still a big line outside of Apple's pop-up shop, 3 days after iPad's debut. #sxsw",,No emotion toward brand or product,81,still a big line outside of apples popup shop 3 days after ipads debut sxsw
See? So big my links smooshed. Here's Google Realtime for #SXSW {link},,No emotion toward brand or product,70,see so big my links smooshed heres google realtime for sxsw link
And the biggest line at #sxsw?  To buy an iPad 2.  Every other compan has an open bar.,iPad,Positive emotion,86,and the biggest line at sxsw to buy an ipad 2 every other compan has an open bar
Opening Night at the #SXSW iPad 2 Pop-up Store {link},,No emotion toward brand or product,53,opening night at the sxsw ipad 2 popup store link
"Taking Flight Away from Big Apple's NYC Nest: Barely hatched, startups take flight at SXSW  {link} #SXSW #Startups",,No emotion toward brand or product,114,taking flight away from big apples nyc nest barely hatched startups take flight at sxsw link sxsw startups
U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986,,No emotion toward brand or product,88,u gotta fight for yr right to party amp to privacy aclugoogle sxsw partylikeits1986
Pinoy insights at the SXSW Conf- the conf mobile and IPad app is great you can use this to even plan your day with friends #SXSW,iPad or iPhone App,Positive emotion,128,pinoy insights at the sxsw conf the conf mobile and ipad app is great you can use this to even plan your day with friends sxsw
#iPad design tip: if it looks like a physical object ppl will interact with it like itÛªs one&quot; #sxsw #tapworthy,,No emotion toward brand or product,117,ipad design tip if it looks like a physical object ppl will interact with it like its onequot sxsw tapworthy
#iPad design/UI tip: ÛÏbuttons are a hack -approach them with skepticism ÛÏ #tapworthy #sxsw,iPad,Negative emotion,94,ipad designui tip buttons are a hack approach them with skepticism tapworthy sxsw
&quot;designing digital magazines for the #iPad&quot; keynote at #sxsw - about to start,,No emotion toward brand or product,87,quotdesigning digital magazines for the ipadquot keynote at sxsw about to start
"iPhone amigos.  If you don't have the @mention app, change that now. #broadcastr #bestappever #sxsw",iPad or iPhone App,Positive emotion,99,iphone amigos if you dont have the app change that now broadcastr bestappever sxsw
Farmers like Blackberry smart phones because iPhone's &quot;don't last long on the farm&quot;. #mobilefarm #sxsw,iPhone,Negative emotion,112,farmers like blackberry smart phones because iphones quotdont last long on the farmquot mobilefarm sxsw
"View Is Like Foursquare Tips, But Visual And In Realtime #SXSW: The iPhone app will be available for people in S... {link}",,No emotion toward brand or product,122,view is like foursquare tips but visual and in realtime sxsw the iphone app will be available for people in s link
is that like googling google? RT @mention *giggle* someone checked into me today on Gowalla  #SXSW #SXSWi,,No emotion toward brand or product,105,is that like googling google rt giggle someone checked into me today on gowalla sxsw sxswi
